province	segment	postalcode	stationid	distance
NL	3	A1E2B4	55398	3.4425080001
NL	3	A1E2B4	6634	3.4725080001
NL	3	A1E2B4	6636	3.5525080001
NL	3	A1E2B4	6937	4.4225080001
NL	3	A1E2B4	6666	4.9525080001
NL	3	A1E2B4	6582	5.0425080001
NL	3	A1E2B4	6646	5.0725080001
NL	3	A1E2B4	50678	5.0825080001
NL	3	A1E2B4	6755	5.2125080001
NL	3	A1E2B4	6668	5.3125080001
NL	3	A1E2B4	6733	5.3125080002
NL	3	A1E2B4	6581	5.4025080001
NL	3	A1E2B4	6579	5.4125080001
NL	3	A1E2B4	6660	5.5325080001
NL	3	A1E2B4	5020	5.9825080001
NL	3	A1E2B4	6644	6.0025080001
NL	3	A1E2B4	6663	6.2725080001
NL	3	A1E2B4	6665	6.3725080001
NL	3	A1E2B4	6734	6.3725080002
NL	3	A1E2B4	6664	6.4125080001
NL	3	A1E2B4	6693	6.4425080001
NL	3	A1E2B4	54640	6.4425080002
NL	3	A1E2B4	6695	6.4925080001
NL	3	A1E2B4	6616	6.5125080001
NL	3	A1E2B4	6717	6.6225080001
NL	3	A1E2B4	6706	6.7125080001
NL	3	A1E2B4	6741	6.7225080001
NL	3	A1E2B4	6932	6.7225080002
NL	3	A1E2B4	6670	6.7625080001
NL	3	A1E2B4	6740	6.8025080001
NL	3	A1E2B4	52759	6.8125080001
NL	3	A1E2B4	47607	6.8525080001
NL	3	A1E2B4	6705	7.1725080001
NL	3	A1E2B4	6938	7.1725080002
NL	3	A1E2B4	6783	7.8525080001
NL	3	A1E2B4	10227	7.8525080002
NL	3	A1E2B4	51918	7.8725080001
NL	3	A1E2B4	6803	8.0225080001
NL	3	A1E2B4	6804	8.0225080002
NL	3	A1E2B4	6789	13.3925080001
NL	3	A1E2B4	6788	13.4025080001
NL	3	A1E2B4	6779	14.2225080001
NL	3	A1E2B4	6781	15.3925080001
NL	3	A1E2B4	6940	17.2225080001
NL	3	A1E2B4	6774	17.3725080001
NL	3	A1E2B4	10887	17.3725080002
NL	3	A1E2B4	49629	17.3925080001
NL	3	A1E2B4	6787	17.9525080001
NL	3	A1E2B4	53502	17.9525080002
NL	3	A1E2B4	53507	17.9525080003
NL	3	A1E2B4	6799	19.0525080001
NL	3	A1E2B4	6595	19.5725080001
NL	3	A1E2B5	6672	0.1593288801
NL	3	A1E2B5	6681	0.1824822401
NL	3	A1E2B5	6694	0.4206711201
NL	3	A1E2B5	6730	0.4206711202
NL	3	A1E2B5	6658	0.4506711201
NL	3	A1E2B5	6602	0.5506711201
NL	3	A1E2B5	6659	0.5506711202
NL	3	A1E2B5	6559	0.6106711201
NL	3	A1E2B5	6731	0.8724822401
NL	3	A1E2B5	6748	1.0724822401
NL	3	A1E2B5	6753	1.2406711201
NL	3	A1E2B5	6682	1.3406711201
NL	3	A1E2B5	6754	1.4006711201
NL	3	A1E2B5	10113	1.4906711201
NL	3	A1E2B5	6556	1.5006711201
NL	3	A1E2B5	6557	1.5006711202
NL	3	A1E2B5	6671	1.5024822401
NL	3	A1E2B5	6725	1.6506711201
NL	3	A1E2B5	6599	1.7724822401
NL	3	A1E2B5	6578	1.8906711201
NL	3	A1E2B5	6669	1.9724822401
NL	3	A1E2B5	10909	2.0606711201
NL	3	A1E2B5	6575	2.2106711201
NL	3	A1E2B5	6696	2.2424822401
NL	3	A1E2B5	6702	2.5106711201
NL	3	A1E2B5	6676	2.7806711201
NL	3	A1E2B5	6635	2.9306711201
NL	3	A1E2B5	6667	3.0606711201
NL	3	A1E2B5	50088	3.2324822401
NL	3	A1E2B5	30346	3.2424822401
NL	3	A1E2B5	6633	3.2524822401
NL	3	A1E2B5	6594	3.3924822401
NL	3	A1E2B5	55398	3.4424822401
NL	3	A1E2B5	6634	3.4724822401
NL	3	A1E2B5	6636	3.5524822401
NL	3	A1E2B5	6937	4.4224822401
NL	3	A1E2B5	6666	4.9524822401
NL	3	A1E2B5	6582	5.0424822401
NL	3	A1E2B5	6646	5.0724822401
NL	3	A1E2B5	50678	5.0824822401
NL	3	A1E2B5	6755	5.2124822401
NL	3	A1E2B5	6668	5.3124822401
NL	3	A1E2B5	6733	5.3124822402
NL	3	A1E2B5	6581	5.4024822401
NL	3	A1E2B5	6579	5.4124822401
NL	3	A1E2B5	6660	5.5324822401
NL	3	A1E2B5	5020	5.9824822401
NL	3	A1E2B5	6644	6.0024822401
NL	3	A1E2B5	6663	6.2724822401
NL	3	A1E2B5	6665	6.3724822401
NL	3	A1E2B5	6734	6.3724822402
NL	3	A1E2B5	6664	6.4124822401
NL	3	A1E2B5	6693	6.4424822401
NL	3	A1E2B5	54640	6.4424822402
NL	3	A1E2B5	6695	6.4924822401
NL	3	A1E2B5	6616	6.5124822401
NL	3	A1E2B5	6717	6.6224822401
NL	3	A1E2B5	6706	6.7124822401
NL	3	A1E2B5	6741	6.7224822401
NL	3	A1E2B5	6932	6.7224822402
NL	3	A1E2B5	6670	6.7624822401
NL	3	A1E2B5	6740	6.8024822401
NL	3	A1E2B5	52759	6.8124822401
NL	3	A1E2B5	47607	6.8524822401
NL	3	A1E2B5	6705	7.1724822401
NL	3	A1E2B5	6938	7.1724822402
NL	3	A1E2B5	6783	7.8524822401
NL	3	A1E2B5	10227	7.8524822402
NL	3	A1E2B5	51918	7.8724822401
NL	3	A1E2B5	6803	8.0224822401
NL	3	A1E2B5	6804	8.0224822402
NL	3	A1E2B5	6789	13.3924822401
NL	3	A1E2B5	6788	13.4024822401
NL	3	A1E2B5	6779	14.2224822401
NL	3	A1E2B5	6781	15.3924822401
NL	3	A1E2B5	6940	17.2224822401
NL	3	A1E2B5	6774	17.3724822401
NL	3	A1E2B5	10887	17.3724822402
NL	3	A1E2B5	49629	17.3924822401
NL	3	A1E2B5	6787	17.9524822401
NL	3	A1E2B5	53502	17.9524822402
NL	3	A1E2B5	53507	17.9524822403
NL	3	A1E2B5	6799	19.0524822401
NL	3	A1E2B5	6595	19.5724822401
NL	3	A1E2B6	6672	0.1626950301
NL	3	A1E2B6	6681	0.1819668901
NL	3	A1E2B6	6694	0.4173049701
NL	3	A1E2B6	6730	0.4173049702
NL	3	A1E2B6	6658	0.4473049701
NL	3	A1E2B6	6602	0.5473049701
NL	3	A1E2B6	6659	0.5473049702
NL	3	A1E2B6	6559	0.6073049701
NL	3	A1E2B6	6731	0.8719668901
NL	3	A1E2B6	6748	1.0719668901
NL	3	A1E2B6	6753	1.2373049701
NL	3	A1E2B6	6682	1.3373049701
NL	3	A1E2B6	6754	1.3973049701
NL	3	A1E2B6	10113	1.4873049701
NL	3	A1E2B6	6556	1.4973049701
NL	3	A1E2B6	6557	1.4973049702
NL	3	A1E2B6	6671	1.5019668901
NL	3	A1E2B6	6725	1.6473049701
NL	3	A1E2B6	6599	1.7719668901
NL	3	A1E2B6	6578	1.8873049701
NL	3	A1E2B6	6669	1.9719668901
NL	3	A1E2B6	10909	2.0573049701
NL	3	A1E2B6	6575	2.2073049701
NL	3	A1E2B6	6696	2.2419668901
NL	3	A1E2B6	6702	2.5073049701
NL	3	A1E2B6	6676	2.7773049701
NL	3	A1E2B6	6635	2.9273049701
NL	3	A1E2B6	6667	3.0573049701
NL	3	A1E2B6	50088	3.2319668901
NL	3	A1E2B6	30346	3.2419668901
NL	3	A1E2B6	6633	3.2519668901
NL	3	A1E2B6	6594	3.3919668901
NL	3	A1E2B6	55398	3.4419668901
NL	3	A1E2B6	6634	3.4719668901
NL	3	A1E2B6	6636	3.5519668901
NL	3	A1E2B6	6937	4.4219668901
NL	3	A1E2B6	6666	4.9519668901
NL	3	A1E2B6	6582	5.0419668901
NL	3	A1E2B6	6646	5.0719668901
NL	3	A1E2B6	50678	5.0819668901
NL	3	A1E2B6	6755	5.2119668901
NL	3	A1E2B6	6668	5.3119668901
NL	3	A1E2B6	6733	5.3119668902
NL	3	A1E2B6	6581	5.4019668901
NL	3	A1E2B6	6579	5.4119668901
NL	3	A1E2B6	6660	5.5319668901
NL	3	A1E2B6	5020	5.9819668901
NL	3	A1E2B6	6644	6.0019668901
NL	3	A1E2B6	6663	6.2719668901
NL	3	A1E2B6	6665	6.3719668901
NL	3	A1E2B6	6734	6.3719668902
NL	3	A1E2B6	6664	6.4119668901
NL	3	A1E2B6	6693	6.4419668901
NL	3	A1E2B6	54640	6.4419668902
NL	3	A1E2B6	6695	6.4919668901
NL	3	A1E2B6	6616	6.5119668901
NL	3	A1E2B6	6717	6.6219668901
NL	3	A1E2B6	6706	6.7119668901
NL	3	A1E2B6	6741	6.7219668901
NL	3	A1E2B6	6932	6.7219668902
NL	3	A1E2B6	6670	6.7619668901
NL	3	A1E2B6	6740	6.8019668901
NL	3	A1E2B6	52759	6.8119668901
NL	3	A1E2B6	47607	6.8519668901
NL	3	A1E2B6	6705	7.1719668901
NL	3	A1E2B6	6938	7.1719668902
NL	3	A1E2B6	6783	7.8519668901
NL	3	A1E2B6	10227	7.8519668902
NL	3	A1E2B6	51918	7.8719668901
NL	3	A1E2B6	6803	8.0219668901
NL	3	A1E2B6	6804	8.0219668902
NL	3	A1E2B6	6789	13.3919668901
NL	3	A1E2B6	6788	13.4019668901
NL	3	A1E2B6	6779	14.2219668901
NL	3	A1E2B6	6781	15.3919668901
NL	3	A1E2B6	6940	17.2219668901
NL	3	A1E2B6	6774	17.3719668901
NL	3	A1E2B6	10887	17.3719668902
NL	3	A1E2B6	49629	17.3919668901
NL	3	A1E2B6	6787	17.9519668901
NL	3	A1E2B6	53502	17.9519668902
NL	3	A1E2B6	53507	17.9519668903
NL	3	A1E2B6	6799	19.0519668901
NL	3	A1E2B6	6595	19.5719668901
NL	3	A1E2B7	6672	0.1633383101
NL	3	A1E2B7	6681	0.1818365101
NL	3	A1E2B7	6694	0.4166616901
NL	3	A1E2B7	6730	0.4166616902
NL	3	A1E2B7	6658	0.4466616901
NL	3	A1E2B7	6602	0.5466616901
NL	3	A1E2B7	6659	0.5466616902
NL	3	A1E2B7	6559	0.6066616901
NL	3	A1E2B7	6731	0.8718365101
NL	3	A1E2B7	6748	1.0718365101
NL	3	A1E2B7	6753	1.2366616901
NL	3	A1E2B7	6682	1.3366616901
NL	3	A1E2B7	6754	1.3966616901
NL	3	A1E2B7	10113	1.4866616901
NL	3	A1E2B7	6556	1.4966616901
NL	3	A1E2B7	6557	1.4966616902
NL	3	A1E2B7	6671	1.5018365101
NL	3	A1E2B7	6725	1.6466616901
NL	3	A1E2B7	6599	1.7718365101
NL	3	A1E2B7	6578	1.8866616901
NL	3	A1E2B7	6669	1.9718365101
NL	3	A1E2B7	10909	2.0566616901
NL	3	A1E2B7	6575	2.2066616901
NL	3	A1E2B7	6696	2.2418365101
NL	3	A1E2B7	6702	2.5066616901
NL	3	A1E2B7	6676	2.7766616901
NL	3	A1E2B7	6635	2.9266616901
NL	3	A1E2B7	6667	3.0566616901
NL	3	A1E2B7	50088	3.2318365101
NL	3	A1E2B7	30346	3.2418365101
NL	3	A1E2B7	6633	3.2518365101
NL	3	A1E2B7	6594	3.3918365101
NL	3	A1E2B7	55398	3.4418365101
NL	3	A1E2B7	6634	3.4718365101
NL	3	A1E2B7	6636	3.5518365101
NL	3	A1E2B7	6937	4.4218365101
NL	3	A1E2B7	6666	4.9518365101
NL	3	A1E2B7	6582	5.0418365101
NL	3	A1E2B7	6646	5.0718365101
NL	3	A1E2B7	50678	5.0818365101
NL	3	A1E2B7	6755	5.2118365101
NL	3	A1E2B7	6668	5.3118365101
NL	3	A1E2B7	6733	5.3118365102
NL	3	A1E2B7	6581	5.4018365101
NL	3	A1E2B7	6579	5.4118365101
NL	3	A1E2B7	6660	5.5318365101
NL	3	A1E2B7	5020	5.9818365101
NL	3	A1E2B7	6644	6.0018365101
NL	3	A1E2B7	6663	6.2718365101
NL	3	A1E2B7	6665	6.3718365101
NL	3	A1E2B7	6734	6.3718365102
NL	3	A1E2B7	6664	6.4118365101
NL	3	A1E2B7	6693	6.4418365101
NL	3	A1E2B7	54640	6.4418365102
NL	3	A1E2B7	6695	6.4918365101
NL	3	A1E2B7	6616	6.5118365101
NL	3	A1E2B7	6717	6.6218365101
NL	3	A1E2B7	6706	6.7118365101
NL	3	A1E2B7	6741	6.7218365101
NL	3	A1E2B7	6932	6.7218365102
NL	3	A1E2B7	6670	6.7618365101
NL	3	A1E2B7	6740	6.8018365101
NL	3	A1E2B7	52759	6.8118365101
NL	3	A1E2B7	47607	6.8518365101
NL	3	A1E2B7	6705	7.1718365101
NL	3	A1E2B7	6938	7.1718365102
NL	3	A1E2B7	6783	7.8518365101
NL	3	A1E2B7	10227	7.8518365102
NL	3	A1E2B7	51918	7.8718365101
NL	3	A1E2B7	6803	8.0218365101
NL	3	A1E2B7	6804	8.0218365102
NL	3	A1E2B7	6789	13.3918365101
NL	3	A1E2B7	6788	13.4018365101
NL	3	A1E2B7	6779	14.2218365101
NL	3	A1E2B7	6781	15.3918365101
NL	3	A1E2B7	6940	17.2218365101
NL	3	A1E2B7	6774	17.3718365101
NL	3	A1E2B7	10887	17.3718365102
NL	3	A1E2B7	49629	17.3918365101
NL	3	A1E2B7	6787	17.9518365101
NL	3	A1E2B7	53502	17.9518365102
NL	3	A1E2B7	53507	17.9518365103
NL	3	A1E2B7	6799	19.0518365101
NL	3	A1E2B7	6595	19.5718365101
NL	3	A1E2B8	6672	0.1706660701
NL	3	A1E2B8	6681	0.1791725301
NL	3	A1E2B8	6694	0.4093339301
NL	3	A1E2B8	6730	0.4093339302
NL	3	A1E2B8	6658	0.4393339301
NL	3	A1E2B8	6602	0.5393339301
NL	3	A1E2B8	6659	0.5393339302
NL	3	A1E2B8	6559	0.5993339301
NL	3	A1E2B8	6731	0.8691725301
NL	3	A1E2B8	6748	1.0691725301
NL	3	A1E2B8	6753	1.2293339301
NL	3	A1E2B8	6682	1.3293339301
NL	3	A1E2B8	6754	1.3893339301
NL	3	A1E2B8	10113	1.4793339301
NL	3	A1E2B8	6556	1.4893339301
NL	3	A1E2B8	6557	1.4893339302
NL	3	A1E2B8	6671	1.4991725301
NL	3	A1E2B8	6725	1.6393339301
NL	3	A1E2B8	6599	1.7691725301
NL	3	A1E2B8	6578	1.8793339301
NL	3	A1E2B8	6669	1.9691725301
NL	3	A1E2B8	10909	2.0493339301
NL	3	A1E2B8	6575	2.1993339301
NL	3	A1E2B8	6696	2.2391725301
NL	3	A1E2B8	6702	2.4993339301
NL	3	A1E2B8	6676	2.7693339301
NL	3	A1E2B8	6635	2.9193339301
NL	3	A1E2B8	6667	3.0493339301
NL	3	A1E2B8	50088	3.2291725301
NL	3	A1E2B8	30346	3.2391725301
NL	3	A1E2B8	6633	3.2491725301
NL	3	A1E2B8	6594	3.3891725301
NL	3	A1E2B8	55398	3.4391725301
NL	3	A1E2B8	6634	3.4691725301
NL	3	A1E2B8	6636	3.5491725301
NL	3	A1E2B8	6937	4.4191725301
NL	3	A1E2B8	6666	4.9491725301
NL	3	A1E2B8	6582	5.0391725301
NL	3	A1E2B8	6646	5.0691725301
NL	3	A1E2B8	50678	5.0791725301
NL	3	A1E2B8	6755	5.2091725301
NL	3	A1E2B8	6668	5.3091725301
NL	3	A1E2B8	6733	5.3091725302
NL	3	A1E2B8	6581	5.3991725301
NL	3	A1E2B8	6579	5.4091725301
NL	3	A1E2B8	6660	5.5291725301
NL	3	A1E2B8	5020	5.9791725301
NL	3	A1E2B8	6644	5.9991725301
NL	3	A1E2B8	6663	6.2691725301
NL	3	A1E2B8	6665	6.3691725301
NL	3	A1E2B8	6734	6.3691725302
NL	3	A1E2B8	6664	6.4091725301
NL	3	A1E2B8	6693	6.4391725301
NL	3	A1E2B8	54640	6.4391725302
NL	3	A1E2B8	6695	6.4891725301
NL	3	A1E2B8	6616	6.5091725301
NL	3	A1E2B8	6717	6.6191725301
NL	3	A1E2B8	6706	6.7091725301
NL	3	A1E2B8	6741	6.7191725301
NL	3	A1E2B8	6932	6.7191725302
NL	3	A1E2B8	6670	6.7591725301
NL	3	A1E2B8	6740	6.7991725301
NL	3	A1E2B8	52759	6.8091725301
NL	3	A1E2B8	47607	6.8491725301
NL	3	A1E2B8	6705	7.1691725301
NL	3	A1E2B8	6938	7.1691725302
NL	3	A1E2B8	6783	7.8491725301
NL	3	A1E2B8	10227	7.8491725302
NL	3	A1E2B8	51918	7.8691725301
NL	3	A1E2B8	6803	8.0191725301
NL	3	A1E2B8	6804	8.0191725302
NL	3	A1E2B8	6789	13.3891725301
NL	3	A1E2B8	6788	13.3991725301
NL	3	A1E2B8	6779	14.2191725301
NL	3	A1E2B8	6781	15.3891725301
NL	3	A1E2B8	6940	17.2191725301
NL	3	A1E2B8	6774	17.3691725301
NL	3	A1E2B8	10887	17.3691725302
NL	3	A1E2B8	49629	17.3891725301
NL	3	A1E2B8	6787	17.9491725301
NL	3	A1E2B8	53502	17.9491725302
NL	3	A1E2B8	53507	17.9491725303
NL	3	A1E2B8	6799	19.0491725301
NL	3	A1E2B8	6595	19.5691725301
NL	3	A1E2B9	6672	0.1711013301
NL	3	A1E2B9	6681	0.1790266901
NL	3	A1E2B9	6694	0.4088986701
NL	3	A1E2B9	6730	0.4088986702
NL	3	A1E2B9	6658	0.4388986701
NL	3	A1E2B9	6602	0.5388986701
NL	3	A1E2B9	6659	0.5388986702
NL	3	A1E2B9	6559	0.5988986701
NL	3	A1E2B9	6731	0.8690266901
NL	3	A1E2B9	6748	1.0690266901
NL	3	A1E2B9	6753	1.2288986701
NL	3	A1E2B9	6682	1.3288986701
NL	3	A1E2B9	6754	1.3888986701
NL	3	A1E2B9	10113	1.4788986701
NL	3	A1E2B9	6556	1.4888986701
NL	3	A1E2B9	6557	1.4888986702
NL	3	A1E2B9	6671	1.4990266901
NL	3	A1E2B9	6725	1.6388986701
NL	3	A1E2B9	6599	1.7690266901
NL	3	A1E2B9	6578	1.8788986701
NL	3	A1E2B9	6669	1.9690266901
NL	3	A1E2B9	10909	2.0488986701
NL	3	A1E2B9	6575	2.1988986701
NL	3	A1E2B9	6696	2.2390266901
NL	3	A1E2B9	6702	2.4988986701
NL	3	A1E2B9	6676	2.7688986701
NL	3	A1E2B9	6635	2.9188986701
NL	3	A1E2B9	6667	3.0488986701
NL	3	A1E2B9	50088	3.2290266901
NL	3	A1E2B9	30346	3.2390266901
NL	3	A1E2B9	6633	3.2490266901
NL	3	A1E2B9	6594	3.3890266901
NL	3	A1E2B9	55398	3.4390266901
NL	3	A1E2B9	6634	3.4690266901
NL	3	A1E2B9	6636	3.5490266901
NL	3	A1E2B9	6937	4.4190266901
NL	3	A1E2B9	6666	4.9490266901
NL	3	A1E2B9	6582	5.0390266901
NL	3	A1E2B9	6646	5.0690266901
NL	3	A1E2B9	50678	5.0790266901
NL	3	A1E2B9	6755	5.2090266901
NL	3	A1E2B9	6668	5.3090266901
NL	3	A1E2B9	6733	5.3090266902
NL	3	A1E2B9	6581	5.3990266901
NL	3	A1E2B9	6579	5.4090266901
NL	3	A1E2B9	6660	5.5290266901
NL	3	A1E2B9	5020	5.9790266901
NL	3	A1E2B9	6644	5.9990266901
NL	3	A1E2B9	6663	6.2690266901
NL	3	A1E2B9	6665	6.3690266901
NL	3	A1E2B9	6734	6.3690266902
NL	3	A1E2B9	6664	6.4090266901
NL	3	A1E2B9	6693	6.4390266901
NL	3	A1E2B9	54640	6.4390266902
NL	3	A1E2B9	6695	6.4890266901
NL	3	A1E2B9	6616	6.5090266901
NL	3	A1E2B9	6717	6.6190266901
NL	3	A1E2B9	6706	6.7090266901
NL	3	A1E2B9	6741	6.7190266901
NL	3	A1E2B9	6932	6.7190266902
NL	3	A1E2B9	6670	6.7590266901
NL	3	A1E2B9	6740	6.7990266901
NL	3	A1E2B9	52759	6.8090266901
NL	3	A1E2B9	47607	6.8490266901
NL	3	A1E2B9	6705	7.1690266901
NL	3	A1E2B9	6938	7.1690266902
NL	3	A1E2B9	6783	7.8490266901
NL	3	A1E2B9	10227	7.8490266902
NL	3	A1E2B9	51918	7.8690266901
NL	3	A1E2B9	6803	8.0190266901
NL	3	A1E2B9	6804	8.0190266902
NL	3	A1E2B9	6789	13.3890266901
NL	3	A1E2B9	6788	13.3990266901
NL	3	A1E2B9	6779	14.2190266901
NL	3	A1E2B9	6781	15.3890266901
NL	3	A1E2B9	6940	17.2190266901
NL	3	A1E2B9	6774	17.3690266901
NL	3	A1E2B9	10887	17.3690266902
NL	3	A1E2B9	49629	17.3890266901
NL	3	A1E2B9	6787	17.9490266901
NL	3	A1E2B9	53502	17.9490266902
NL	3	A1E2B9	53507	17.9490266903
NL	3	A1E2B9	6799	19.0490266901
NL	3	A1E2B9	6595	19.5690266901
NL	3	A1E2C0	6672	0.0978860001
NL	3	A1E2C0	6681	0.1883900001
NL	3	A1E2C0	6694	0.4821140001
NL	3	A1E2C0	6730	0.4821140002
NL	3	A1E2C0	6658	0.5121140001
NL	3	A1E2C0	6602	0.6121140001
NL	3	A1E2C0	6659	0.6121140002
NL	3	A1E2C0	6559	0.6721140001
NL	3	A1E2C0	6731	0.8783900001
NL	3	A1E2C0	6748	1.0783900001
NL	3	A1E2C0	6753	1.3021140001
NL	3	A1E2C0	6682	1.4021140001
NL	3	A1E2C0	6754	1.4621140001
NL	3	A1E2C0	6671	1.5083900001
NL	3	A1E2C0	10113	1.5521140001
NL	3	A1E2C0	6556	1.5621140001
NL	3	A1E2C0	6557	1.5621140002
NL	3	A1E2C0	6725	1.7121140001
NL	3	A1E2C0	6599	1.7783900001
NL	3	A1E2C0	6578	1.9521140001
NL	3	A1E2C0	6669	1.9783900001
NL	3	A1E2C0	10909	2.1221140001
NL	3	A1E2C0	6696	2.2483900001
NL	3	A1E2C0	6575	2.2721140001
NL	3	A1E2C0	6702	2.5721140001
NL	3	A1E2C0	6676	2.8421140001
NL	3	A1E2C0	6635	2.9921140001
NL	3	A1E2C0	6667	3.1221140001
NL	3	A1E2C0	50088	3.2383900001
NL	3	A1E2C0	30346	3.2483900001
NL	3	A1E2C0	6633	3.2583900001
NL	3	A1E2C0	6594	3.3983900001
NL	3	A1E2C0	55398	3.4483900001
NL	3	A1E2C0	6634	3.4783900001
NL	3	A1E2C0	6636	3.5583900001
NL	3	A1E2C0	6937	4.4283900001
NL	3	A1E2C0	6666	4.9583900001
NL	3	A1E2C0	6582	5.0483900001
NL	3	A1E2C0	6646	5.0783900001
NL	3	A1E2C0	50678	5.0883900001
NL	3	A1E2C0	6755	5.2183900001
NL	3	A1E2C0	6668	5.3183900001
NL	3	A1E2C0	6733	5.3183900002
NL	3	A1E2C0	6581	5.4083900001
NL	3	A1E2C0	6579	5.4183900001
NL	3	A1E2C0	6660	5.5383900001
NL	3	A1E2C0	5020	5.9883900001
NL	3	A1E2C0	6644	6.0083900001
NL	3	A1E2C0	6663	6.2783900001
NL	3	A1E2C0	6665	6.3783900001
NL	3	A1E2C0	6734	6.3783900002
NL	3	A1E2C0	6664	6.4183900001
NL	3	A1E2C0	6693	6.4483900001
NL	3	A1E2C0	54640	6.4483900002
NL	3	A1E2C0	6695	6.4983900001
NL	3	A1E2C0	6616	6.5183900001
NL	3	A1E2C0	6717	6.6283900001
NL	3	A1E2C0	6706	6.7183900001
NL	3	A1E2C0	6741	6.7283900001
NL	3	A1E2C0	6932	6.7283900002
NL	3	A1E2C0	6670	6.7683900001
NL	3	A1E2C0	6740	6.8083900001
NL	3	A1E2C0	52759	6.8183900001
NL	3	A1E2C0	47607	6.8583900001
NL	3	A1E2C0	6705	7.1783900001
NL	3	A1E2C0	6938	7.1783900002
NL	3	A1E2C0	6783	7.8583900001
NL	3	A1E2C0	10227	7.8583900002
NL	3	A1E2C0	51918	7.8783900001
NL	3	A1E2C0	6803	8.0283900001
NL	3	A1E2C0	6804	8.0283900002
NL	3	A1E2C0	6789	13.3983900001
NL	3	A1E2C0	6788	13.4083900001
NL	3	A1E2C0	6779	14.2283900001
NL	3	A1E2C0	6781	15.3983900001
NL	3	A1E2C0	6940	17.2283900001
NL	3	A1E2C0	6774	17.3783900001
NL	3	A1E2C0	10887	17.3783900002
NL	3	A1E2C0	49629	17.3983900001
NL	3	A1E2C0	6787	17.9583900001
NL	3	A1E2C0	53502	17.9583900002
NL	3	A1E2C0	53507	17.9583900003
NL	3	A1E2C0	6799	19.0583900001
NL	3	A1E2C0	6595	19.5783900001
NL	3	A1E2C1	6681	0.1726390001
NL	3	A1E2C1	6672	0.1855390001
NL	3	A1E2C1	6694	0.3944610001
NL	3	A1E2C1	6730	0.3944610002
NL	3	A1E2C1	6658	0.4244610001
NL	3	A1E2C1	6602	0.5244610001
NL	3	A1E2C1	6659	0.5244610002
NL	3	A1E2C1	6559	0.5844610001
NL	3	A1E2C1	6731	0.8626390001
NL	3	A1E2C1	6748	1.0626390001
NL	3	A1E2C1	6753	1.2144610001
NL	3	A1E2C1	6682	1.3144610001
NL	3	A1E2C1	6754	1.3744610001
NL	3	A1E2C1	10113	1.4644610001
NL	3	A1E2C1	6556	1.4744610001
NL	3	A1E2C1	6557	1.4744610002
NL	3	A1E2C1	6671	1.4926390001
NL	3	A1E2C1	6725	1.6244610001
NL	3	A1E2C1	6599	1.7626390001
NL	3	A1E2C1	6578	1.8644610001
NL	3	A1E2C1	6669	1.9626390001
NL	3	A1E2C1	10909	2.0344610001
NL	3	A1E2C1	6575	2.1844610001
NL	3	A1E2C1	6696	2.2326390001
NL	3	A1E2C1	6702	2.4844610001
NL	3	A1E2C1	6676	2.7544610001
NL	3	A1E2C1	6635	2.9044610001
NL	3	A1E2C1	6667	3.0344610001
NL	3	A1E2C1	50088	3.2226390001
NL	3	A1E2C1	30346	3.2326390001
NL	3	A1E2C1	6633	3.2426390001
NL	3	A1E2C1	6594	3.3826390001
NL	3	A1E2C1	55398	3.4326390001
NL	3	A1E2C1	6634	3.4626390001
NL	3	A1E2C1	6636	3.5426390001
NL	3	A1E2C1	6937	4.4126390001
NL	3	A1E2C1	6666	4.9426390001
NL	3	A1E2C1	6582	5.0326390001
NL	3	A1E2C1	6646	5.0626390001
NL	3	A1E2C1	50678	5.0726390001
NL	3	A1E2C1	6755	5.2026390001
NL	3	A1E2C1	6668	5.3026390001
NL	3	A1E2C1	6733	5.3026390002
NL	3	A1E2C1	6581	5.3926390001
NL	3	A1E2C1	6579	5.4026390001
NL	3	A1E2C1	6660	5.5226390001
NL	3	A1E2C1	5020	5.9726390001
NL	3	A1E2C1	6644	5.9926390001
NL	3	A1E2C1	6663	6.2626390001
NL	3	A1E2C1	6665	6.3626390001
NL	3	A1E2C1	6734	6.3626390002
NL	3	A1E2C1	6664	6.4026390001
NL	3	A1E2C1	6693	6.4326390001
NL	3	A1E2C1	54640	6.4326390002
NL	3	A1E2C1	6695	6.4826390001
NL	3	A1E2C1	6616	6.5026390001
NL	3	A1E2C1	6717	6.6126390001
NL	3	A1E2C1	6706	6.7026390001
NL	3	A1E2C1	6741	6.7126390001
NL	3	A1E2C1	6932	6.7126390002
NL	3	A1E2C1	6670	6.7526390001
NL	3	A1E2C1	6740	6.7926390001
NL	3	A1E2C1	52759	6.8026390001
NL	3	A1E2C1	47607	6.8426390001
NL	3	A1E2C1	6705	7.1626390001
NL	3	A1E2C1	6938	7.1626390002
NL	3	A1E2C1	6783	7.8426390001
NL	3	A1E2C1	10227	7.8426390002
NL	3	A1E2C1	51918	7.8626390001
NL	3	A1E2C1	6803	8.0126390001
NL	3	A1E2C1	6804	8.0126390002
NL	3	A1E2C1	6789	13.3826390001
NL	3	A1E2C1	6788	13.3926390001
NL	3	A1E2C1	6779	14.2126390001
NL	3	A1E2C1	6781	15.3826390001
NL	3	A1E2C1	6940	17.2126390001
NL	3	A1E2C1	6774	17.3626390001
NL	3	A1E2C1	10887	17.3626390002
NL	3	A1E2C1	49629	17.3826390001
