province	segment	postalcode	stationid	distance
NL	3	A1E1S9	30346	3.2352119601
NL	3	A1E1S9	6633	3.2452119601
NL	3	A1E1S9	6594	3.3852119601
NL	3	A1E1S9	55398	3.4352119601
NL	3	A1E1S9	6634	3.4652119601
NL	3	A1E1S9	6636	3.5452119601
NL	3	A1E1S9	6937	4.4152119601
NL	3	A1E1S9	6666	4.9452119601
NL	3	A1E1S9	6582	5.0352119601
NL	3	A1E1S9	6646	5.0652119601
NL	3	A1E1S9	50678	5.0752119601
NL	3	A1E1S9	6755	5.2052119601
NL	3	A1E1S9	6668	5.3052119601
NL	3	A1E1S9	6733	5.3052119602
NL	3	A1E1S9	6581	5.3952119601
NL	3	A1E1S9	6579	5.4052119601
NL	3	A1E1S9	6660	5.5252119601
NL	3	A1E1S9	5020	5.9752119601
NL	3	A1E1S9	6644	5.9952119601
NL	3	A1E1S9	6663	6.2652119601
NL	3	A1E1S9	6665	6.3652119601
NL	3	A1E1S9	6734	6.3652119602
NL	3	A1E1S9	6664	6.4052119601
NL	3	A1E1S9	6693	6.4352119601
NL	3	A1E1S9	54640	6.4352119602
NL	3	A1E1S9	6695	6.4852119601
NL	3	A1E1S9	6616	6.5052119601
NL	3	A1E1S9	6717	6.6152119601
NL	3	A1E1S9	6706	6.7052119601
NL	3	A1E1S9	6741	6.7152119601
NL	3	A1E1S9	6932	6.7152119602
NL	3	A1E1S9	6670	6.7552119601
NL	3	A1E1S9	6740	6.7952119601
NL	3	A1E1S9	52759	6.8052119601
NL	3	A1E1S9	47607	6.8452119601
NL	3	A1E1S9	6705	7.1652119601
NL	3	A1E1S9	6938	7.1652119602
NL	3	A1E1S9	6783	7.8452119601
NL	3	A1E1S9	10227	7.8452119602
NL	3	A1E1S9	51918	7.8652119601
NL	3	A1E1S9	6803	8.0152119601
NL	3	A1E1S9	6804	8.0152119602
NL	3	A1E1S9	6789	13.3852119601
NL	3	A1E1S9	6788	13.3952119601
NL	3	A1E1S9	6779	14.2152119601
NL	3	A1E1S9	6781	15.3852119601
NL	3	A1E1S9	6940	17.2152119601
NL	3	A1E1S9	6774	17.3652119601
NL	3	A1E1S9	10887	17.3652119602
NL	3	A1E1S9	49629	17.3852119601
NL	3	A1E1S9	6787	17.9452119601
NL	3	A1E1S9	53502	17.9452119602
NL	3	A1E1S9	53507	17.9452119603
NL	3	A1E1S9	6799	19.0452119601
NL	3	A1E1S9	6595	19.5652119601
NL	3	A1E1T1	6672	0.1510110301
NL	3	A1E1T1	6681	0.1748444901
NL	3	A1E1T1	6694	0.4289889701
NL	3	A1E1T1	6730	0.4289889702
NL	3	A1E1T1	6658	0.4589889701
NL	3	A1E1T1	6602	0.5589889701
NL	3	A1E1T1	6659	0.5589889702
NL	3	A1E1T1	6559	0.6189889701
NL	3	A1E1T1	6731	0.8648444901
NL	3	A1E1T1	6748	1.0648444901
NL	3	A1E1T1	6753	1.2489889701
NL	3	A1E1T1	6682	1.3489889701
NL	3	A1E1T1	6754	1.4089889701
NL	3	A1E1T1	6671	1.4948444901
NL	3	A1E1T1	10113	1.4989889701
NL	3	A1E1T1	6556	1.5089889701
NL	3	A1E1T1	6557	1.5089889702
NL	3	A1E1T1	6725	1.6589889701
NL	3	A1E1T1	6599	1.7648444901
NL	3	A1E1T1	6578	1.8989889701
NL	3	A1E1T1	6669	1.9648444901
NL	3	A1E1T1	10909	2.0689889701
NL	3	A1E1T1	6575	2.2189889701
NL	3	A1E1T1	6696	2.2348444901
NL	3	A1E1T1	6702	2.5189889701
NL	3	A1E1T1	6676	2.7889889701
NL	3	A1E1T1	6635	2.9389889701
NL	3	A1E1T1	6667	3.0689889701
NL	3	A1E1T1	50088	3.2248444901
NL	3	A1E1T1	30346	3.2348444901
NL	3	A1E1T1	6633	3.2448444901
NL	3	A1E1T1	6594	3.3848444901
NL	3	A1E1T1	55398	3.4348444901
NL	3	A1E1T1	6634	3.4648444901
NL	3	A1E1T1	6636	3.5448444901
NL	3	A1E1T1	6937	4.4148444901
NL	3	A1E1T1	6666	4.9448444901
NL	3	A1E1T1	6582	5.0348444901
NL	3	A1E1T1	6646	5.0648444901
NL	3	A1E1T1	50678	5.0748444901
NL	3	A1E1T1	6755	5.2048444901
NL	3	A1E1T1	6668	5.3048444901
NL	3	A1E1T1	6733	5.3048444902
NL	3	A1E1T1	6581	5.3948444901
NL	3	A1E1T1	6579	5.4048444901
NL	3	A1E1T1	6660	5.5248444901
NL	3	A1E1T1	5020	5.9748444901
NL	3	A1E1T1	6644	5.9948444901
NL	3	A1E1T1	6663	6.2648444901
NL	3	A1E1T1	6665	6.3648444901
NL	3	A1E1T1	6734	6.3648444902
NL	3	A1E1T1	6664	6.4048444901
NL	3	A1E1T1	6693	6.4348444901
NL	3	A1E1T1	54640	6.4348444902
NL	3	A1E1T1	6695	6.4848444901
NL	3	A1E1T1	6616	6.5048444901
NL	3	A1E1T1	6717	6.6148444901
NL	3	A1E1T1	6706	6.7048444901
NL	3	A1E1T1	6741	6.7148444901
NL	3	A1E1T1	6932	6.7148444902
NL	3	A1E1T1	6670	6.7548444901
NL	3	A1E1T1	6740	6.7948444901
NL	3	A1E1T1	52759	6.8048444901
NL	3	A1E1T1	47607	6.8448444901
NL	3	A1E1T1	6705	7.1648444901
NL	3	A1E1T1	6938	7.1648444902
NL	3	A1E1T1	6783	7.8448444901
NL	3	A1E1T1	10227	7.8448444902
NL	3	A1E1T1	51918	7.8648444901
NL	3	A1E1T1	6803	8.0148444901
NL	3	A1E1T1	6804	8.0148444902
NL	3	A1E1T1	6789	13.3848444901
NL	3	A1E1T1	6788	13.3948444901
NL	3	A1E1T1	6779	14.2148444901
NL	3	A1E1T1	6781	15.3848444901
NL	3	A1E1T1	6940	17.2148444901
NL	3	A1E1T1	6774	17.3648444901
NL	3	A1E1T1	10887	17.3648444902
NL	3	A1E1T1	49629	17.3848444901
NL	3	A1E1T1	6787	17.9448444901
NL	3	A1E1T1	53502	17.9448444902
NL	3	A1E1T1	53507	17.9448444903
NL	3	A1E1T1	6799	19.0448444901
NL	3	A1E1T1	6595	19.5648444901
NL	3	A1E1T2	6672	0.1589300001
NL	3	A1E1T2	6681	0.1715360001
NL	3	A1E1T2	6694	0.4210700001
NL	3	A1E1T2	6730	0.4210700002
NL	3	A1E1T2	6658	0.4510700001
NL	3	A1E1T2	6602	0.5510700001
NL	3	A1E1T2	6659	0.5510700002
NL	3	A1E1T2	6559	0.6110700001
NL	3	A1E1T2	6731	0.8615360001
NL	3	A1E1T2	6748	1.0615360001
NL	3	A1E1T2	6753	1.2410700001
NL	3	A1E1T2	6682	1.3410700001
NL	3	A1E1T2	6754	1.4010700001
NL	3	A1E1T2	10113	1.4910700001
NL	3	A1E1T2	6671	1.4915360001
NL	3	A1E1T2	6556	1.5010700001
NL	3	A1E1T2	6557	1.5010700002
NL	3	A1E1T2	6725	1.6510700001
NL	3	A1E1T2	6599	1.7615360001
NL	3	A1E1T2	6578	1.8910700001
NL	3	A1E1T2	6669	1.9615360001
NL	3	A1E1T2	10909	2.0610700001
NL	3	A1E1T2	6575	2.2110700001
NL	3	A1E1T2	6696	2.2315360001
NL	3	A1E1T2	6702	2.5110700001
NL	3	A1E1T2	6676	2.7810700001
NL	3	A1E1T2	6635	2.9310700001
NL	3	A1E1T2	6667	3.0610700001
NL	3	A1E1T2	50088	3.2215360001
NL	3	A1E1T2	30346	3.2315360001
NL	3	A1E1T2	6633	3.2415360001
NL	3	A1E1T2	6594	3.3815360001
NL	3	A1E1T2	55398	3.4315360001
NL	3	A1E1T2	6634	3.4615360001
NL	3	A1E1T2	6636	3.5415360001
NL	3	A1E1T2	6937	4.4115360001
NL	3	A1E1T2	6666	4.9415360001
NL	3	A1E1T2	6582	5.0315360001
NL	3	A1E1T2	6646	5.0615360001
NL	3	A1E1T2	50678	5.0715360001
NL	3	A1E1T2	6755	5.2015360001
NL	3	A1E1T2	6668	5.3015360001
NL	3	A1E1T2	6733	5.3015360002
NL	3	A1E1T2	6581	5.3915360001
NL	3	A1E1T2	6579	5.4015360001
NL	3	A1E1T2	6660	5.5215360001
NL	3	A1E1T2	5020	5.9715360001
NL	3	A1E1T2	6644	5.9915360001
NL	3	A1E1T2	6663	6.2615360001
NL	3	A1E1T2	6665	6.3615360001
NL	3	A1E1T2	6734	6.3615360002
NL	3	A1E1T2	6664	6.4015360001
NL	3	A1E1T2	6693	6.4315360001
NL	3	A1E1T2	54640	6.4315360002
NL	3	A1E1T2	6695	6.4815360001
NL	3	A1E1T2	6616	6.5015360001
NL	3	A1E1T2	6717	6.6115360001
NL	3	A1E1T2	6706	6.7015360001
NL	3	A1E1T2	6741	6.7115360001
NL	3	A1E1T2	6932	6.7115360002
NL	3	A1E1T2	6670	6.7515360001
NL	3	A1E1T2	6740	6.7915360001
NL	3	A1E1T2	52759	6.8015360001
NL	3	A1E1T2	47607	6.8415360001
NL	3	A1E1T2	6705	7.1615360001
NL	3	A1E1T2	6938	7.1615360002
NL	3	A1E1T2	6783	7.8415360001
NL	3	A1E1T2	10227	7.8415360002
NL	3	A1E1T2	51918	7.8615360001
NL	3	A1E1T2	6803	8.0115360001
NL	3	A1E1T2	6804	8.0115360002
NL	3	A1E1T2	6789	13.3815360001
NL	3	A1E1T2	6788	13.3915360001
NL	3	A1E1T2	6779	14.2115360001
NL	3	A1E1T2	6781	15.3815360001
NL	3	A1E1T2	6940	17.2115360001
NL	3	A1E1T2	6774	17.3615360001
NL	3	A1E1T2	10887	17.3615360002
NL	3	A1E1T2	49629	17.3815360001
NL	3	A1E1T2	6787	17.9415360001
NL	3	A1E1T2	53502	17.9415360002
NL	3	A1E1T2	53507	17.9415360003
NL	3	A1E1T2	6799	19.0415360001
NL	3	A1E1T2	6595	19.5615360001
NL	3	A1E1T3	6672	0.1575809701
NL	3	A1E1T3	6681	0.1727433301
NL	3	A1E1T3	6694	0.4224190301
NL	3	A1E1T3	6730	0.4224190302
NL	3	A1E1T3	6658	0.4524190301
NL	3	A1E1T3	6602	0.5524190301
NL	3	A1E1T3	6659	0.5524190302
NL	3	A1E1T3	6559	0.6124190301
NL	3	A1E1T3	6731	0.8627433301
NL	3	A1E1T3	6748	1.0627433301
NL	3	A1E1T3	6753	1.2424190301
NL	3	A1E1T3	6682	1.3424190301
NL	3	A1E1T3	6754	1.4024190301
NL	3	A1E1T3	10113	1.4924190301
NL	3	A1E1T3	6671	1.4927433301
NL	3	A1E1T3	6556	1.5024190301
NL	3	A1E1T3	6557	1.5024190302
NL	3	A1E1T3	6725	1.6524190301
NL	3	A1E1T3	6599	1.7627433301
NL	3	A1E1T3	6578	1.8924190301
NL	3	A1E1T3	6669	1.9627433301
NL	3	A1E1T3	10909	2.0624190301
NL	3	A1E1T3	6575	2.2124190301
NL	3	A1E1T3	6696	2.2327433301
NL	3	A1E1T3	6702	2.5124190301
NL	3	A1E1T3	6676	2.7824190301
NL	3	A1E1T3	6635	2.9324190301
NL	3	A1E1T3	6667	3.0624190301
NL	3	A1E1T3	50088	3.2227433301
NL	3	A1E1T3	30346	3.2327433301
NL	3	A1E1T3	6633	3.2427433301
NL	3	A1E1T3	6594	3.3827433301
NL	3	A1E1T3	55398	3.4327433301
NL	3	A1E1T3	6634	3.4627433301
NL	3	A1E1T3	6636	3.5427433301
NL	3	A1E1T3	6937	4.4127433301
NL	3	A1E1T3	6666	4.9427433301
NL	3	A1E1T3	6582	5.0327433301
NL	3	A1E1T3	6646	5.0627433301
NL	3	A1E1T3	50678	5.0727433301
NL	3	A1E1T3	6755	5.2027433301
NL	3	A1E1T3	6668	5.3027433301
NL	3	A1E1T3	6733	5.3027433302
NL	3	A1E1T3	6581	5.3927433301
NL	3	A1E1T3	6579	5.4027433301
NL	3	A1E1T3	6660	5.5227433301
NL	3	A1E1T3	5020	5.9727433301
NL	3	A1E1T3	6644	5.9927433301
NL	3	A1E1T3	6663	6.2627433301
NL	3	A1E1T3	6665	6.3627433301
NL	3	A1E1T3	6734	6.3627433302
NL	3	A1E1T3	6664	6.4027433301
NL	3	A1E1T3	6693	6.4327433301
NL	3	A1E1T3	54640	6.4327433302
NL	3	A1E1T3	6695	6.4827433301
NL	3	A1E1T3	6616	6.5027433301
NL	3	A1E1T3	6717	6.6127433301
NL	3	A1E1T3	6706	6.7027433301
NL	3	A1E1T3	6741	6.7127433301
NL	3	A1E1T3	6932	6.7127433302
NL	3	A1E1T3	6670	6.7527433301
NL	3	A1E1T3	6740	6.7927433301
NL	3	A1E1T3	52759	6.8027433301
NL	3	A1E1T3	47607	6.8427433301
NL	3	A1E1T3	6705	7.1627433301
NL	3	A1E1T3	6938	7.1627433302
NL	3	A1E1T3	6783	7.8427433301
NL	3	A1E1T3	10227	7.8427433302
NL	3	A1E1T3	51918	7.8627433301
NL	3	A1E1T3	6803	8.0127433301
NL	3	A1E1T3	6804	8.0127433302
NL	3	A1E1T3	6789	13.3827433301
NL	3	A1E1T3	6788	13.3927433301
NL	3	A1E1T3	6779	14.2127433301
NL	3	A1E1T3	6781	15.3827433301
NL	3	A1E1T3	6940	17.2127433301
NL	3	A1E1T3	6774	17.3627433301
NL	3	A1E1T3	10887	17.3627433302
NL	3	A1E1T3	49629	17.3827433301
NL	3	A1E1T3	6787	17.9427433301
NL	3	A1E1T3	53502	17.9427433302
NL	3	A1E1T3	53507	17.9427433303
NL	3	A1E1T3	6799	19.0427433301
NL	3	A1E1T3	6595	19.5627433301
NL	3	A1E1T4	6681	0.1643700001
NL	3	A1E1T4	6672	0.1675340001
NL	3	A1E1T4	6694	0.4124660001
NL	3	A1E1T4	6730	0.4124660002
NL	3	A1E1T4	6658	0.4424660001
NL	3	A1E1T4	6602	0.5424660001
NL	3	A1E1T4	6659	0.5424660002
NL	3	A1E1T4	6559	0.6024660001
NL	3	A1E1T4	6731	0.8543700001
NL	3	A1E1T4	6748	1.0543700001
NL	3	A1E1T4	6753	1.2324660001
NL	3	A1E1T4	6682	1.3324660001
NL	3	A1E1T4	6754	1.3924660001
NL	3	A1E1T4	10113	1.4824660001
NL	3	A1E1T4	6671	1.4843700001
NL	3	A1E1T4	6556	1.4924660001
NL	3	A1E1T4	6557	1.4924660002
NL	3	A1E1T4	6725	1.6424660001
NL	3	A1E1T4	6599	1.7543700001
NL	3	A1E1T4	6578	1.8824660001
NL	3	A1E1T4	6669	1.9543700001
NL	3	A1E1T4	10909	2.0524660001
NL	3	A1E1T4	6575	2.2024660001
NL	3	A1E1T4	6696	2.2243700001
NL	3	A1E1T4	6702	2.5024660001
NL	3	A1E1T4	6676	2.7724660001
NL	3	A1E1T4	6635	2.9224660001
NL	3	A1E1T4	6667	3.0524660001
NL	3	A1E1T4	50088	3.2143700001
NL	3	A1E1T4	30346	3.2243700001
NL	3	A1E1T4	6633	3.2343700001
NL	3	A1E1T4	6594	3.3743700001
NL	3	A1E1T4	55398	3.4243700001
NL	3	A1E1T4	6634	3.4543700001
NL	3	A1E1T4	6636	3.5343700001
NL	3	A1E1T4	6937	4.4043700001
NL	3	A1E1T4	6666	4.9343700001
NL	3	A1E1T4	6582	5.0243700001
NL	3	A1E1T4	6646	5.0543700001
NL	3	A1E1T4	50678	5.0643700001
NL	3	A1E1T4	6755	5.1943700001
NL	3	A1E1T4	6668	5.2943700001
NL	3	A1E1T4	6733	5.2943700002
NL	3	A1E1T4	6581	5.3843700001
NL	3	A1E1T4	6579	5.3943700001
NL	3	A1E1T4	6660	5.5143700001
NL	3	A1E1T4	5020	5.9643700001
NL	3	A1E1T4	6644	5.9843700001
NL	3	A1E1T4	6663	6.2543700001
NL	3	A1E1T4	6665	6.3543700001
NL	3	A1E1T4	6734	6.3543700002
NL	3	A1E1T4	6664	6.3943700001
NL	3	A1E1T4	6693	6.4243700001
NL	3	A1E1T4	54640	6.4243700002
NL	3	A1E1T4	6695	6.4743700001
NL	3	A1E1T4	6616	6.4943700001
NL	3	A1E1T4	6717	6.6043700001
NL	3	A1E1T4	6706	6.6943700001
NL	3	A1E1T4	6741	6.7043700001
NL	3	A1E1T4	6932	6.7043700002
NL	3	A1E1T4	6670	6.7443700001
NL	3	A1E1T4	6740	6.7843700001
NL	3	A1E1T4	52759	6.7943700001
NL	3	A1E1T4	47607	6.8343700001
NL	3	A1E1T4	6705	7.1543700001
NL	3	A1E1T4	6938	7.1543700002
NL	3	A1E1T4	6783	7.8343700001
NL	3	A1E1T4	10227	7.8343700002
NL	3	A1E1T4	51918	7.8543700001
NL	3	A1E1T4	6803	8.0043700001
NL	3	A1E1T4	6804	8.0043700002
NL	3	A1E1T4	6789	13.3743700001
NL	3	A1E1T4	6788	13.3843700001
NL	3	A1E1T4	6779	14.2043700001
NL	3	A1E1T4	6781	15.3743700001
NL	3	A1E1T4	6940	17.2043700001
NL	3	A1E1T4	6774	17.3543700001
NL	3	A1E1T4	10887	17.3543700002
NL	3	A1E1T4	49629	17.3743700001
NL	3	A1E1T4	6787	17.9343700001
NL	3	A1E1T4	53502	17.9343700002
NL	3	A1E1T4	53507	17.9343700003
NL	3	A1E1T4	6799	19.0343700001
NL	3	A1E1T4	6595	19.5543700001
NL	3	A1E1T5	6681	0.1616010001
NL	3	A1E1T5	6672	0.1702370001
NL	3	A1E1T5	6694	0.4097630001
NL	3	A1E1T5	6730	0.4097630002
NL	3	A1E1T5	6658	0.4397630001
NL	3	A1E1T5	6602	0.5397630001
NL	3	A1E1T5	6659	0.5397630002
NL	3	A1E1T5	6559	0.5997630001
NL	3	A1E1T5	6731	0.8516010001
NL	3	A1E1T5	6748	1.0516010001
NL	3	A1E1T5	6753	1.2297630001
NL	3	A1E1T5	6682	1.3297630001
NL	3	A1E1T5	6754	1.3897630001
NL	3	A1E1T5	10113	1.4797630001
NL	3	A1E1T5	6671	1.4816010001
NL	3	A1E1T5	6556	1.4897630001
NL	3	A1E1T5	6557	1.4897630002
NL	3	A1E1T5	6725	1.6397630001
NL	3	A1E1T5	6599	1.7516010001
NL	3	A1E1T5	6578	1.8797630001
NL	3	A1E1T5	6669	1.9516010001
NL	3	A1E1T5	10909	2.0497630001
NL	3	A1E1T5	6575	2.1997630001
NL	3	A1E1T5	6696	2.2216010001
NL	3	A1E1T5	6702	2.4997630001
NL	3	A1E1T5	6676	2.7697630001
NL	3	A1E1T5	6635	2.9197630001
NL	3	A1E1T5	6667	3.0497630001
NL	3	A1E1T5	50088	3.2116010001
NL	3	A1E1T5	30346	3.2216010001
NL	3	A1E1T5	6633	3.2316010001
NL	3	A1E1T5	6594	3.3716010001
NL	3	A1E1T5	55398	3.4216010001
NL	3	A1E1T5	6634	3.4516010001
NL	3	A1E1T5	6636	3.5316010001
NL	3	A1E1T5	6937	4.4016010001
NL	3	A1E1T5	6666	4.9316010001
NL	3	A1E1T5	6582	5.0216010001
NL	3	A1E1T5	6646	5.0516010001
NL	3	A1E1T5	50678	5.0616010001
NL	3	A1E1T5	6755	5.1916010001
NL	3	A1E1T5	6668	5.2916010001
NL	3	A1E1T5	6733	5.2916010002
NL	3	A1E1T5	6581	5.3816010001
NL	3	A1E1T5	6579	5.3916010001
NL	3	A1E1T5	6660	5.5116010001
NL	3	A1E1T5	5020	5.9616010001
NL	3	A1E1T5	6644	5.9816010001
NL	3	A1E1T5	6663	6.2516010001
NL	3	A1E1T5	6665	6.3516010001
NL	3	A1E1T5	6734	6.3516010002
NL	3	A1E1T5	6664	6.3916010001
NL	3	A1E1T5	6693	6.4216010001
NL	3	A1E1T5	54640	6.4216010002
NL	3	A1E1T5	6695	6.4716010001
NL	3	A1E1T5	6616	6.4916010001
NL	3	A1E1T5	6717	6.6016010001
NL	3	A1E1T5	6706	6.6916010001
NL	3	A1E1T5	6741	6.7016010001
NL	3	A1E1T5	6932	6.7016010002
NL	3	A1E1T5	6670	6.7416010001
NL	3	A1E1T5	6740	6.7816010001
NL	3	A1E1T5	52759	6.7916010001
NL	3	A1E1T5	47607	6.8316010001
NL	3	A1E1T5	6705	7.1516010001
NL	3	A1E1T5	6938	7.1516010002
NL	3	A1E1T5	6783	7.8316010001
NL	3	A1E1T5	10227	7.8316010002
NL	3	A1E1T5	51918	7.8516010001
NL	3	A1E1T5	6803	8.0016010001
NL	3	A1E1T5	6804	8.0016010002
NL	3	A1E1T5	6789	13.3716010001
NL	3	A1E1T5	6788	13.3816010001
NL	3	A1E1T5	6779	14.2016010001
NL	3	A1E1T5	6781	15.3716010001
NL	3	A1E1T5	6940	17.2016010001
NL	3	A1E1T5	6774	17.3516010001
NL	3	A1E1T5	10887	17.3516010002
NL	3	A1E1T5	49629	17.3716010001
NL	3	A1E1T5	6787	17.9316010001
NL	3	A1E1T5	53502	17.9316010002
NL	3	A1E1T5	53507	17.9316010003
NL	3	A1E1T5	6799	19.0316010001
NL	3	A1E1T5	6595	19.5516010001
NL	3	A1E1T6	6681	0.1621666601
NL	3	A1E1T6	6672	0.1697721801
NL	3	A1E1T6	6694	0.4102278201
NL	3	A1E1T6	6730	0.4102278202
NL	3	A1E1T6	6658	0.4402278201
NL	3	A1E1T6	6602	0.5402278201
NL	3	A1E1T6	6659	0.5402278202
NL	3	A1E1T6	6559	0.6002278201
NL	3	A1E1T6	6731	0.8521666601
NL	3	A1E1T6	6748	1.0521666601
NL	3	A1E1T6	6753	1.2302278201
NL	3	A1E1T6	6682	1.3302278201
NL	3	A1E1T6	6754	1.3902278201
NL	3	A1E1T6	10113	1.4802278201
NL	3	A1E1T6	6671	1.4821666601
NL	3	A1E1T6	6556	1.4902278201
NL	3	A1E1T6	6557	1.4902278202
NL	3	A1E1T6	6725	1.6402278201
NL	3	A1E1T6	6599	1.7521666601
NL	3	A1E1T6	6578	1.8802278201
NL	3	A1E1T6	6669	1.9521666601
NL	3	A1E1T6	10909	2.0502278201
NL	3	A1E1T6	6575	2.2002278201
NL	3	A1E1T6	6696	2.2221666601
NL	3	A1E1T6	6702	2.5002278201
NL	3	A1E1T6	6676	2.7702278201
NL	3	A1E1T6	6635	2.9202278201
NL	3	A1E1T6	6667	3.0502278201
NL	3	A1E1T6	50088	3.2121666601
NL	3	A1E1T6	30346	3.2221666601
NL	3	A1E1T6	6633	3.2321666601
NL	3	A1E1T6	6594	3.3721666601
NL	3	A1E1T6	55398	3.4221666601
NL	3	A1E1T6	6634	3.4521666601
NL	3	A1E1T6	6636	3.5321666601
NL	3	A1E1T6	6937	4.4021666601
NL	3	A1E1T6	6666	4.9321666601
NL	3	A1E1T6	6582	5.0221666601
NL	3	A1E1T6	6646	5.0521666601
NL	3	A1E1T6	50678	5.0621666601
NL	3	A1E1T6	6755	5.1921666601
NL	3	A1E1T6	6668	5.2921666601
NL	3	A1E1T6	6733	5.2921666602
NL	3	A1E1T6	6581	5.3821666601
NL	3	A1E1T6	6579	5.3921666601
NL	3	A1E1T6	6660	5.5121666601
NL	3	A1E1T6	5020	5.9621666601
NL	3	A1E1T6	6644	5.9821666601
NL	3	A1E1T6	6663	6.2521666601
NL	3	A1E1T6	6665	6.3521666601
NL	3	A1E1T6	6734	6.3521666602
NL	3	A1E1T6	6664	6.3921666601
NL	3	A1E1T6	6693	6.4221666601
NL	3	A1E1T6	54640	6.4221666602
NL	3	A1E1T6	6695	6.4721666601
NL	3	A1E1T6	6616	6.4921666601
NL	3	A1E1T6	6717	6.6021666601
NL	3	A1E1T6	6706	6.6921666601
NL	3	A1E1T6	6741	6.7021666601
NL	3	A1E1T6	6932	6.7021666602
NL	3	A1E1T6	6670	6.7421666601
NL	3	A1E1T6	6740	6.7821666601
NL	3	A1E1T6	52759	6.7921666601
NL	3	A1E1T6	47607	6.8321666601
NL	3	A1E1T6	6705	7.1521666601
NL	3	A1E1T6	6938	7.1521666602
NL	3	A1E1T6	6783	7.8321666601
NL	3	A1E1T6	10227	7.8321666602
NL	3	A1E1T6	51918	7.8521666601
NL	3	A1E1T6	6803	8.0021666601
NL	3	A1E1T6	6804	8.0021666602
NL	3	A1E1T6	6789	13.3721666601
NL	3	A1E1T6	6788	13.3821666601
NL	3	A1E1T6	6779	14.2021666601
NL	3	A1E1T6	6781	15.3721666601
NL	3	A1E1T6	6940	17.2021666601
NL	3	A1E1T6	6774	17.3521666601
NL	3	A1E1T6	10887	17.3521666602
NL	3	A1E1T6	49629	17.3721666601
NL	3	A1E1T6	6787	17.9321666601
NL	3	A1E1T6	53502	17.9321666602
NL	3	A1E1T6	53507	17.9321666603
NL	3	A1E1T6	6799	19.0321666601
NL	3	A1E1T6	6595	19.5521666601
NL	3	A1E1T7	6681	0.1606690001
NL	3	A1E1T7	6672	0.1716737401
NL	3	A1E1T7	6694	0.4083262601
NL	3	A1E1T7	6730	0.4083262602
NL	3	A1E1T7	6658	0.4383262601
NL	3	A1E1T7	6602	0.5383262601
NL	3	A1E1T7	6659	0.5383262602
NL	3	A1E1T7	6559	0.5983262601
NL	3	A1E1T7	6731	0.8506690001
NL	3	A1E1T7	6748	1.0506690001
NL	3	A1E1T7	6753	1.2283262601
NL	3	A1E1T7	6682	1.3283262601
NL	3	A1E1T7	6754	1.3883262601
NL	3	A1E1T7	10113	1.4783262601
NL	3	A1E1T7	6671	1.4806690001
NL	3	A1E1T7	6556	1.4883262601
NL	3	A1E1T7	6557	1.4883262602
NL	3	A1E1T7	6725	1.6383262601
NL	3	A1E1T7	6599	1.7506690001
NL	3	A1E1T7	6578	1.8783262601
NL	3	A1E1T7	6669	1.9506690001
NL	3	A1E1T7	10909	2.0483262601
NL	3	A1E1T7	6575	2.1983262601
NL	3	A1E1T7	6696	2.2206690001
NL	3	A1E1T7	6702	2.4983262601
NL	3	A1E1T7	6676	2.7683262601
NL	3	A1E1T7	6635	2.9183262601
NL	3	A1E1T7	6667	3.0483262601
NL	3	A1E1T7	50088	3.2106690001
NL	3	A1E1T7	30346	3.2206690001
NL	3	A1E1T7	6633	3.2306690001
NL	3	A1E1T7	6594	3.3706690001
NL	3	A1E1T7	55398	3.4206690001
NL	3	A1E1T7	6634	3.4506690001
NL	3	A1E1T7	6636	3.5306690001
NL	3	A1E1T7	6937	4.4006690001
NL	3	A1E1T7	6666	4.9306690001
NL	3	A1E1T7	6582	5.0206690001
NL	3	A1E1T7	6646	5.0506690001
NL	3	A1E1T7	50678	5.0606690001
NL	3	A1E1T7	6755	5.1906690001
NL	3	A1E1T7	6668	5.2906690001
NL	3	A1E1T7	6733	5.2906690002
NL	3	A1E1T7	6581	5.3806690001
NL	3	A1E1T7	6579	5.3906690001
NL	3	A1E1T7	6660	5.5106690001
NL	3	A1E1T7	5020	5.9606690001
NL	3	A1E1T7	6644	5.9806690001
NL	3	A1E1T7	6663	6.2506690001
NL	3	A1E1T7	6665	6.3506690001
NL	3	A1E1T7	6734	6.3506690002
NL	3	A1E1T7	6664	6.3906690001
NL	3	A1E1T7	6693	6.4206690001
NL	3	A1E1T7	54640	6.4206690002
NL	3	A1E1T7	6695	6.4706690001
NL	3	A1E1T7	6616	6.4906690001
NL	3	A1E1T7	6717	6.6006690001
NL	3	A1E1T7	6706	6.6906690001
NL	3	A1E1T7	6741	6.7006690001
NL	3	A1E1T7	6932	6.7006690002
NL	3	A1E1T7	6670	6.7406690001
NL	3	A1E1T7	6740	6.7806690001
NL	3	A1E1T7	52759	6.7906690001
NL	3	A1E1T7	47607	6.8306690001
NL	3	A1E1T7	6705	7.1506690001
NL	3	A1E1T7	6938	7.1506690002
NL	3	A1E1T7	6783	7.8306690001
NL	3	A1E1T7	10227	7.8306690002
NL	3	A1E1T7	51918	7.8506690001
NL	3	A1E1T7	6803	8.0006690001
NL	3	A1E1T7	6804	8.0006690002
NL	3	A1E1T7	6789	13.3706690001
NL	3	A1E1T7	6788	13.3806690001
NL	3	A1E1T7	6779	14.2006690001
NL	3	A1E1T7	6781	15.3706690001
NL	3	A1E1T7	6940	17.2006690001
